nruns,size,iterations,NPs,time-mean,time-error,compute_time-mean,compute_time-error,update_time-mean,update_time-error
2,10,1000,1,0.118932,0.00254699862583394,0.0479825,0.0010953084040579634,0.070625,0.0014495689014324296
2,12,1000,1,0.117279,0.0010253048327204888,0.0469195,0.00039951533137040147,0.07003400000000001,0.0006180113267570423
2,14,1000,1,0.1171545,0.00017465537495307528,0.046764,0.00030688434303496436,0.070071,0.0001301076477383273
2,16,1000,1,0.1174125,0.0010401540751254115,0.0469785,0.0006158900064134807,0.07011400000000001,0.0004186072144624328
2,19,1000,1,0.1177125,6.151828996323229e-05,0.047176499999999996,9.545941546018616e-05,0.0702125,0.00015485638507985178
2,22,1000,1,0.1172935,0.00042355696193074356,0.0468405,8.55599205235695e-05,0.07012499999999999,0.0003379970414071643
2,26,1000,1,0.1173235,0.0005126524163602494,0.047001,0.00024607315985291934,0.069999,0.0002630437226013938
2,31,1000,1,0.1170475,0.001160362227927127,0.046824500000000005,0.00021001071401240365,0.0698995,0.0009482301935711567
2,37,1000,1,0.118233,0.0007636753236814697,0.0473885,0.00035426049737446135,0.070518,0.0004115361466505701
2,44,1000,1,0.12464,9.758073580374302e-05,0.0499075,2.1213203435617642e-06,0.0744075,9.828784258493027e-05
2,52,1000,1,0.13290249999999998,0.00012657211383240084,0.052995,8.768124086713127e-05,0.07958499999999999,3.252691193458428e-05
2,62,1000,1,0.142929,0.0011313708498984691,0.0551535,0.0006158900064134807,0.087447,0.0005077026688919385
2,74,1000,1,0.166889,0.000519016377390915,0.0654975,0.0003330472939388633,0.10105900000000001,0.00018243354954612526
2,88,1000,1,0.1980505,0.00018172644276494784,0.07866799999999999,0.0001484924240491763,0.1190505,2.7577164466273493e-05
2,100,1000,1,0.234457,0.0004369919907732916,0.095827,8.626702730475676e-05,0.1382875,0.00034436100243783976
2,120,1000,1,0.2942125,0.0009609581156325175,0.124548,0.0004115361466505701,0.169329,0.0005416437943888875
2,140,1000,1,0.38103,0.0008796408357960421,0.1699195,5.303300858898522e-05,0.210763,0.0008259007204258892
