n,N,nruns,time-mean,time-error,compute_time-mean,compute_time-error,dt_time-mean,dt_time-error
20,10000,6,0.9322651666666667,0.007266318475908787,0.5538709999999999,0.0038878134008720104,0.37660066666666664,0.0034116586660059216
30,10000,4,0.92950225,0.007726766053070886,0.5515885,0.004160757770193088,0.37613699999999994,0.0036044335970517732
40,10000,2,0.9324135,0.0015747268017024265,0.5503880000000001,0.0002489015869776781,0.3802905,0.0013314820689742856
50,10000,7,1.0579865714285714,0.008230939867547001,0.6120762857142859,0.004120984272357253,0.4441311428571429,0.004209895145359401
60,10000,6,1.1163016666666665,0.008219555217487932,0.6546118333333333,0.003901046704838767,0.4598991666666667,0.004476466628193857
70,10000,2,1.2529455,0.009106828234901606,0.7388055,0.004135867563160111,0.5124135,0.004966010924273124
80,10000,3,1.516064,0.006566563294448631,0.9151976666666667,0.0035657835978458664,0.5991346666666666,0.0031238646204127854
90,10000,3,1.8198976666666666,0.010410529149215527,1.0794123333333334,0.006042287039413702,0.7387030000000001,0.004340646726007556
100,10000,2,2.1366705,0.0023963848814411138,1.2634180000000002,0.0030518728676011296,0.8714415,0.0007233702371538354
110,10000,2,2.3839425,0.003219457174742372,1.4030835000000002,0.0021036426740299436,0.9791289999999999,0.0011214713549618476
120,10000,2,2.7625925000000002,0.00234123055250839,1.5954570000000001,0.001210566809391481,1.165341,0.003473308509188341
130,10000,2,3.288134,0.0070767246661149795,1.800328,0.0011186429278370986,1.486034,0.005931211680592805
140,10000,2,3.671856,0.00940876283046823,2.0432135000000002,0.008184760992234367,1.6268675,0.001136320597366878
150,10000,2,4.3486455,0.00817061885661023,2.359303,0.0010790449480907694,1.9875675,0.007050561715211031
160,10000,2,4.741854999999999,0.014382551929334395,2.6181905,0.011918284796899305,2.1218395,0.0025363920241161506
170,10000,2,5.7017235,0.004051014749418112,2.9900075,0.00017606958851556755,2.7098875,0.0038077700166895398
180,10000,2,6.6963685,0.004226377231151766,3.4644865,0.002840447940026474,3.2300765,0.001417749096278738
190,10000,2,7.369596,0.043802436667381754,3.8589510000000002,0.029253007537687562,3.5088584999999997,0.014586905789097295
200,10000,2,8.3635585,0.022302854985405393,4.3663035,0.011679282704858443,3.9954165,0.010676605289135506
210,10000,2,9.889226,0.012910355610904846,4.9177975,0.007186326217199141,4.9696169999999995,0.020158200118065767
220,10000,2,10.8817625,0.012837523612441872,5.5645465000000005,0.016121327504272108,5.315316,0.02892915263190439
230,10000,2,12.443461,0.02236154484824266,6.253219,0.005434822720200176,6.188467,0.01688570993473484
240,10000,2,13.5251165,0.015400078587462127,6.914974,0.0011242997820867537,6.6083155,0.016621959105352448
250,10000,2,16.2693415,0.006672966694056292,8.029315,0.005816660382040901,8.238206000000002,0.0008174154390516028
260,10000,2,17.9728675,0.03176252950411864,8.9353105,0.026046278285006445,9.035766500000001,0.005804639566759678
270,10000,3,19.573083,0.0928830152638249,9.774820333333333,0.07279525024455005,9.796376,0.02011991257436268
280,10000,2,21.5785315,0.042123058062062596,10.866494,0.02040568749148111,10.7102805,0.021752725909641987
290,10000,2,24.217148,0.006054248260520132,11.9058825,0.011700495908294492,12.309468500000001,0.017760401023062398
300,10000,2,26.0296275,0.03214436716595999,13.130506,0.023883238641356535,12.8973055,0.008222944758417812
310,10000,2,29.474179,0.00048224682476754883,14.648869000000001,0.002515885927461701,14.823405000000001,0.0031098556236585236
320,10000,2,31.4200455,0.17337197614522318,16.050967999999997,0.11455412697934517,15.3671995,0.05881219231162774
330,10000,2,35.154955,0.03804234482783301,17.355572,0.021408364907204363,17.797538000000003,0.016571754523888094
340,10000,2,38.1130835,0.03497703693139107,19.090856,0.056100437805778246,19.020489,0.021348967937583927
350,10000,2,41.267292,0.01767625531610388,20.756940999999998,0.05091310245899466,20.508541,0.03320290601739411
360,10000,2,44.8540975,0.07860128268991591,23.016697,0.04584597526501076,21.835526,0.032685303853566064
370,10000,2,50.3571465,0.11896435197360726,24.825479,0.13459494737173575,25.5298165,0.015588168991256406
380,10000,2,52.7618965,0.11181974505649453,26.632419,0.07537334023379717,26.127630000000003,0.03637640125136078
390,10000,2,59.2663615,0.112679586902422,29.4924975,0.10246047970071251,29.771986,0.010151224950716142
400,10000,2,61.491074,0.2554451531307617,31.557724,0.23196637956824515,29.9315445,0.023472409601486877
